id,filename,line_number,organization_name,city_state,organization_type,position_held,from_date,to_date,staffer_id,organization_id,organization_slug,pfd_endnote
"508","1119","34","Everest Residential Properties 3, LLC","Pasadena, California","Limited Liability Company","President & CEO","2001-03-16","","1136","5445","everest-residential-properties-3-llc",""
"516","1119","42","San Gabriel Valley 49'ers, Inc.","Pasadena, California","Non-Profit","Director","2003-07-16","","1136","5453","san-gabriel-valley-49-ers-inc",""
"523","1120","4","Raytheon","Rosslyn, Virginia","Corporation","Consultant","2014-04-16","2016-12-16","1137","22","raytheon-company",""
"525","1120","6","Maritime Institute of Training and Graduate Studies (run by International Organization of Masters, Mates & Pilots)","Linthicum Heights, Maryland","Union-owned professional education facility","Instructor","2015-02-15","2016-10-16","1137","5456","maritime-institute-of-training-and-graduate-studies-run-by-international-organization-of-masters-mates-pilots",""
"530","1120","11","Buzby Maritime Associates, LLC","Norfolk, Virginia","Corporation","Owner and Officer","2013-10-16","","1137","5460","buzby-maritime-associates-llc","I own and am the only officer in this LLC, which was formed to provide consulting services. I have never done any business under this LLC, and if confirmed it will be inactive during my federal service."
"547","1122","1","University of Kentucky Board of Trustees","Lexington, Kentucky","University/Colle ge","Trustee","2016-08-16","","1139","5476","university-of-kentucky-board-of-trustees",""
"551","1123","2","American Bar Association, Section of Antitrust Law","Chicago, Illinois","Professional association","Currently Chair (since 9/2015) and previously Member of Editorial Board for Annual Review of Antitrust Law Developments (uncompensate d)","2012-09-16","","1140","5271","american-bar-association",""
"553","1123","4","Heritage Foundation","Washington, District of Columbia","Non-Profit","Member of National Security Law Working Group (uncompensate d)","2012-02-15","","1140","73","the-heritage-foundation",""
"557","1126","3","Sanford-Burnham Medical Research Institute","La Jolla, California","Non-Profit","Member of Board of Trustees","2006-09-16","","1143","5478","sanford-burnham-medical-research-institute","- Start date is an estimate - This is an unpaid position"
"567","1126","13","Manchester Pacific Gateway LLC","San Diego, California","Limited Liability Company","Chairman","2006-05-16","","1143","5486","manchester-pacific-gateway-llc",""
"573","1126","19","Manchester 484 Prospect LLC","San Diego, California","Limited Liability Company","Chairman","2011-02-15","","1143","476","manchester-484-prospect-llc",""
"579","1127","3","Presidential Transition Team","Washington, District of Columbia","Transition Team for Donald Trump","Served on Committee first, then Deputy National Security Advisor as part of the transition","2016-11-15","2017-01-16","1144","12","trump-for-america-inc",""
"589","1129","9","Robert W. Johnson IV Revocable Trust","New York, New York","Trust","Trustee","2007-11-15","","1146","5501","robert-w-johnson-iv-revocable-trust","This trust is not yet funded."
"593","1129","13","No. 177, Robert W. Johnson IV 2014 GRAT Number Four","New York, New York","Trust","Trustee","2014-10-16","","1146","5505","no-177-robert-w-johnson-iv-2014-grat-number-four",""
"597","1129","17","No. C302, Grace Gardner Johnson 2012 Trust - I","New York, New York","Trust","Trustee","2012-12-16","","1146","5509","no-c302-grace-gardner-johnson-2012-trust-i",""
"602","1129","22","No. C307, Whitman Ross Johnson 2012 Trust - II","New York, New York","Trust","Trustee","2012-12-16","","1146","5513","no-c307-whitman-ross-johnson-2012-trust-ii",""
"604","1129","24","No. 221, Grace Gardner Johnson 2010 Trust","New York, New York","Trust","Trustee","2010-12-16","","1146","5515","no-221-grace-gardner-johnson-2010-trust",""
"608","1129","28","No. B106, Anna Blakeslee Johnson (BWJ) 2012 Trust","New York, New York","Trust","Trustee","2012-12-16","","1146","5519","no-b106-anna-blakeslee-johnson-bwj-2012-trust",""
"611","1129","31","New York Jets Holdings LLC","Florham Park, New Jersey","NFL- Related Private Company (LLC)","Member, Manager, Chairman and Chief Executive Officer","2004-03-16","","1146","501","new-york-jets-holdings-llc",""
"618","1129","38","Florham Park Development LLC","Florham Park, New Jersey","NFL-Related Private Company (LLC)","Indirect equity owner, Chairman and Chief Executive Officer","2006-05-16","","1146","5527","florham-park-development-llc",""
"628","1129","48","Johnson Atlantic 2 LLC","New York, New York","Limited Liability Company","Managing Member","2016-07-16","","1146","5537","johnson-atlantic-2-llc",""
"636","1129","56","Johnson CAT5 LLC","New York, New York","Limited Liability Company","Managing Member","2015-05-16","","1146","5545","johnson-cat5-llc",""
"644","1129","64","Johnson DCHNG LLC","New York, New York","Limited Liability Company","Managing Member","2015-10-16","","1146","5553","johnson-dchng-llc",""
"648","1129","68","Johnson DYN LLC","New York, New York","Limited Liability Company","Managing Member","2013-10-16","","1146","5557","johnson-dyn-llc",""
"650","1129","70","Johnson ECM LLC","New York, New York","Limited Liability Company","Managing Member","2012-07-16","","1146","5559","johnson-ecm-llc",""
"657","1129","77","Johnson GA Partners LLC","New York, New York","Limited Liability Company","Managing Member","2007-01-16","","1146","5566","johnson-ga-partners-llc",""
"666","1129","86","Johnson LAI LLC","New York, New York","Limited Liability Company","Managing Member","2007-10-16","","1146","5575","johnson-lai-llc",""
"674","1129","94","Johnson MORN4 LLC","New York, New York","Limited Liability Company","Managing Member","2015-08-16","","1146","5583","johnson-morn4-llc",""
"682","1129","102","Johnson PFIV LLC","New York, New York","Limited Liability Company","Managing Member","2014-07-16","","1146","5591","johnson-pfiv-llc",""
"689","1129","109","Johnson RES LLC","New York, New York","Limited Liability Company","Managing Member","2013-12-16","","1146","5598","johnson-res-llc",""
"698","1129","118","Johnson RW LLC","New York, New York","Limited Liability Company","Managing Member","2015-03-16","","1146","5607","johnson-rw-llc",""
"700","1129","120","Johnson SEP2 LLC","New York, New York","Limited Liability Company","Managing Member","2014-09-16","","1146","5609","johnson-sep2-llc",""
"707","1129","127","Johnson TGVCIX LLC","New York, New York","Limited Liability Company","Managing Member","2014-10-16","","1146","5616","johnson-tgvcix-llc",""
"714","1129","134","White Bear Investments LLC","New York, New York","Limited Liability Company","Managing Member","2015-07-16","","1146","5623","white-bear-investments-llc",""
"720","1129","140","Indenture of Trust dated September 15, 1971","New York, New York","Trust","Trustee","1990-08-16","","1146","5629","indenture-of-trust-dated-september-15-1971",""
"725","1129","145","Johnson PF V LLC","New York, New York","Limited Liability Company","Managing Member","2016-06-16","","1146","5634","johnson-pf-v-llc",""
"731","1135","1","McClure Engineering Company","Clive, Iowa","Corporation","President","2017-01-16","","1152","529","mcclure-engineering-company",""
"733","1135","3","American Association of State Highway and Transportation Officials (AASHTO)","Washington, District of Columbia","Professional Organization","President","2015-10-16","2016-11-15","1152","5637","american-association-of-state-highway-and-transportation-officials-aashto",""
"739","1136","4","Hunter Global Investors Fund I L.P. - Uncompensated","Palm Beach, Florida","Limited Partnership","Senior Managing Member of General Partner","2001-07-16","","1153","5643","hunter-global-investors-fund-i-l-p-uncompensated",""
"744","1136","9","Angler Advisors LLC, name changed to HGI DB Fund I LLC on 3/24/2015 - Uncompensated","Palm Beach, Florida","Limited Liability Company","Manager","2012-03-16","2015-03-16","1153","5648","angler-advisors-llc-name-changed-to-hgi-db-fund-i-llc-on-3-24-2015-uncompensated",""
"746","1136","11","HGI DB Fund II LLC - Uncompensated","Palm Beach, Florida","Limited Liability Company","Manager","2015-03-16","","1153","5650","hgi-db-fund-ii-llc-uncompensated",""
"749","1136","14","22 Briarcliff LLC - Uncompensated","Palm Beach, Florida","Single Member LLC","Sole Member","2010-12-16","","1153","5653","22-briarcliff-llc-uncompensated",""
"752","1136","17","The University of North Carolina's Arts & Sciences Foundation - Uncompensated","Chapel Hill, North Carolina","Foundation","Vice Chair","2009-07-16","","1153","5656","the-university-of-north-carolina-s-arts-sciences-foundation-uncompensated",""
"758","1136","23","JFB Revocable Trust - Uncompensated","Palm Beach, Florida","Trust","Grantor & Trustee","2009-02-15","","1153","5662","jfb-revocable-trust-uncompensated",""
"764","1137","5","GKCC Gary Klinsky Children's Center","New York, New York","Non-Profit","Director","2004-01-16","","1154","5664","gkcc-gary-klinsky-children-s-center",""
"771","1137","12","UBS RMA Tax-Free Fund Inc.","New York, New York","Trust","Director","2014-05-16","","1154","5671","ubs-rma-tax-free-fund-inc",""
"775","1137","16","UBS Asset Mgmt (Americas Inc.)","New York, New York","Corporation","Director of mutual funds","2014-05-16","","1154","5675","ubs-asset-mgmt-americas-inc",""
"780","1138","5","Metropolitan Golf Association","Elmsford, New York","Non-Profit","Executive Committee Member","2016-11-15","","1155","5678","metropolitan-golf-association",""
"786","1145","1","University of Wisconsin-Milwaukee Alumni Association","Milwaukee, Wisconsin","Non-Profit","Member of the Board of Trustees","2014-03-16","","1162","5682","university-of-wisconsin",""
"793","1146","7","The Community Foundation for Southeast Michigan","Detroit, Michigan","Non-Profit","Trustee","2006-06-16","2015-06-16","1163","5688","the-community-foundation-for-southeast-michigan",""
"795","1146","9","300 Maplelawn, LLC","Troy, Michigan","Corporation","Managing Member","2016-02-15","","1163","5690","300-maplelawn-llc",""
"798","1146","12","Global Logistics Services, LLC","Sterling Heights, Michigan","Corporation","Chairman & CEO","2008-08-16","","1163","5693","global-logistics-services-llc","President 2008-2017.  Named Chairman & CEO February 2017"
"804","1146","18","Suburban Ann Arbor 5, LLC","Ann Arbor, Michigan","Corporation","Chairman & CEO","2014-03-16","","1163","5699","suburban-ann-arbor-5-llc","President 2014-2017.  Named Chairman & CEO February 2017"
"810","1146","24","Suburban Chicago Accessory Center, LLC","Bolingbrook, Illinois","Corporation","Chairman & CEO","2008-09-16","","1163","5705","suburban-chicago-accessory-center-llc","President 2008-2017.  Named Chairman & CEO February 2017"
"816","1146","30","Suburban Farmington Hills, LLC","Farmington Hills, Michigan","Corporation","Chairman & CEO","1986-12-16","","1163","5711","suburban-farmington-hills-llc","President 1986-2017.  Named Chairman & CEO February 2017"
"822","1146","36","Suburban Haggerty Imported Cars, LLC","Farmington Hills, Michigan","Corporation","Chairman & CEO","1999-03-16","","1163","5717","suburban-haggerty-imported-cars-llc","President 1999-2017.  Named Chairman & CEO February 2017"
"831","1146","45","Suburban T of Farmington Hills, LLC","Farmington Hills, Michigan","Corporation","Chairman & CEO","2016-01-16","","1163","5726","suburban-t-of-farmington-hills-llc","President 2016-2017.  Named Chairman & CEO February 2017"
"833","1146","47","Leftlane.com, Inc.","Troy, Michigan","Corporation","Chairman & CEO","1999-12-16","","1163","5728","leftlane-com-inc","President 1999-2017.  Named Chairman & CEO February 2017"
"836","1146","50","Suburban Ann Arbor Road, LLC","Plymouth, Michigan","Corporation","Chairman & CEO","2015-11-15","","1163","5731","suburban-ann-arbor-road-llc","President 2015-2017.  Named Chairman & CEO February 2017"
"844","1146","58","Suburban Grand River Property, LLC","Farmington Hills, Michigan","Corporation","Chairman & CEO","2004-01-16","","1163","5739","suburban-grand-river-property-llc","President 2004-2017.  Named Chairman & CEO February 2017"
"849","1146","63","Suburban Grand River Property 6, LLC","Farmington Hills, Michigan","Corporation","Chairman & CEO","2016-09-16","","1163","5744","suburban-grand-river-property-6-llc","President 2016-2017.  Named Chairman & CEO February 2017"
"857","1146","71","Suburban Leasing, LLC","Troy, Michigan","Corporation","Chairman & CEO","2001-01-16","","1163","5752","suburban-leasing-llc","President 2001-2017.  Named Chairman & CEO February 2017"
"864","1146","78","Suburban Maplelawn 6, LLC","Troy, Michigan","Corporation","Chairman & CEO","2006-01-16","","1163","5759","suburban-maplelawn-6-llc","President 2006-2017.  Named Chairman & CEO February 2017"
"870","1146","84","Suburban Meijer Drive, LLC","Troy, Michigan","Corporation","Chairman & CEO","2012-01-16","","1163","5765","suburban-meijer-drive-llc","President 2012-2017.  Named Chairman & CEO February 2017"
"871","1146","85","Suburban Motors Management Company","Troy, Michigan","Corporation","Chairman & CEO","1986-03-16","","1163","5766","suburban-motors-management-company","President 1986-2017.  Named Chairman & CEO February 2017"
"877","1146","91","Suburban Van Dyke, LLC","Sterling Heights, Michigan","Corporation","Chairman & CEO","2005-11-16","","1163","5772","suburban-van-dyke-llc","President 2005-2017.  Named Chairman & CEO February 2017."
"883","1146","97","Suburban Collection Holdings, LLC","Troy, Michigan","Corporation","Chairman & CEO","2016-01-16","","1163","5778","suburban-collection-holdings-llc","President 2016-2017.  Named Chairman & CEO February 2017."
"892","1146","106","Suburban Properties 3, LLC","Troy, Michigan","Corporation","Chairman & CEO","2003-05-16","","1163","5786","suburban-properties-3-llc",""
"897","1146","111","Suburban California Investments, LLC","Troy, Michigan","Corporation","Chairman & CEO","2009-12-16","","1163","5791","suburban-california-investments-llc",""
"901","1148","4","CHOIR OF THE BASILICA OF THE NATIONAL SHRINE OF THE IMMACULATE CONCEPTION","Washington, District of Columbia","Non-Profit","Professional Choir Member","1996-10-16","","1165","642","choir-of-the-basilica-of-the-national-shrine-of-the-immaculate-conception",""
"909","1149","6","University of Denver, Transportation Institute","Denver, Colorado","University/Colle ge","Board of Directors","2016-10-16","","1166","5799","university-of-denver-transportation-institute",""
"915","1151","3","Wisconsin Elections Commission","Madison, Wisconsin","Independent Regulatory Agency","Commissioner","2016-05-16","","1168","5802","wisconsin-elections-commission",""
"917","1151","5","Roanoke Island Historical Association","Manteo, North Carolina","Non-Profit","Chairman of the Board","2012-11-15","","1168","5804","roanoke-island-historical-association",""
"922","1151","10","DT Client Services (database information retrieval)","Washington, District of Columbia","Limited Liability Corporation","Chairman of the Board of Trustees","2013-10-16","","1168","2832","dt-client-services-llc",""
"931","1152","9","Roundstone Ventures, LLC","Dallas, Texas","LLC (Holding Company for passive investments)","President/ Majority (95%) Owner/No Salary","2001-01-16","","1169","5809","roundstone-ventures-llc",""
"933","1152","11","Hagerty, Peterson, LLC","Barrington, Illinois","Limited Liability Corp","Managing Director (inactive)","2015-01-16","","1169","5811","hagerty-peterson-llc","Hagerty Peterson is a limited liability company that, in the past, has made and held equity investments. It has been inactive since 2010.  If I am confirmed, it will remain inactive during the entire period of my federal government service."
"949","1157","3","Mockingbird Interests LP","Dallas, Texas","Partnership","Partner","2011-01-16","","1174","665","mockingbird-interests-lp","Partnership formed to incur the initial “chase costs” of investments that would be transferred out to single asset partnerships once deals were closed.  Partnership also  advises family office on real estate projects and shopping center management."
"962","1157","16","Charter FL GP Inc","Dallas, Texas","Corporation","President","2010-01-16","","1174","5837","charter-fl-gp-inc",""
"966","1157","20","Charter Freeport Investments Inc","Dallas, Texas","Corporation","President","2000-10-16","","1174","5841","charter-freeport-investments-inc",""
"973","1157","27","Charter Aeroplaza LP","Dallas, Texas","partnership","Managing Partner","2004-11-16","","1174","5848","charter-aeroplaza-lp",""
"979","1157","33","Charter ADS Media LP","Dallas, Texas","partnership","Managing Partner","2006-10-16","","1174","5854","charter-ads-media-lp",""
"984","1157","38","Parker PBM 46 GP Inc.","Dallas, Texas","Corporation","President","2004-02-15","","1174","5859","parker-pbm-46-gp-inc",""
"989","1157","43","Charter Hampton GP Inc","Dallas, Texas","Corporation","President","2007-04-16","","1174","5864","charter-hampton-gp-inc",""
"993","1157","47","Gillon Irrevocable Trust Child 1","Dallas, Texas","Trust","Trustee","1999-07-16","","1174","5867","gillon-irrevocable-trust-child-1",""
"999","1159","2","Bowman Green Partners, LLC","Reston, Virginia","Limited Liability Company","Member and Key Decision Maker","2013-12-16","","1176","669","bowman-green-partners-llc",""
"1004","1159","7","Gateway-Beverly Road, LLC","Reston, Virginia","Limited Liability Company","Member and Manager","2008-05-16","2016-12-16","1176","5874","gateway-beverly-road-llc",""
"1011","1159","14","Route 606-Stafford, LLC","Reston, Virginia","Limited Liability Company","Member and Manager","2006-10-16","","1176","676","route-606-stafford-llc",""
"1014","1159","17","4335 Chantilly Partners, LLC","Reston, Virginia","Limited Liability Company","Member and Manager","2013-02-15","","1176","5877","4335-chantilly-partners-llc",""
"1015","1159","18","Chantilly Holiday Inn Restaurant, Inc.","Reston, Virginia","Corporation","Shareholder, Director and Vice President","2004-09-16","2015-12-16","1176","5878","chantilly-holiday-inn-restaurant-inc",""
"1019","1159","22","The John F. Kennedy Center for the Performing Arts","Washington, District of Columbia","Non-Profit","Executive Committee of the Board of Trustees","2010-09-16","","1176","5882","the-john-f-kennedy-center-for-the-performing-arts",""
"1028","1160","7","Tuft Family Foundation","New York, New York","Non-Profit","Co-Trustee","1987-11-16","","1177","5888","tuft-family-foundation",""
"1029","1160","8","The 2012 Discretionary Trust A","New York, New York","Trust","Co-Trustee","2012-09-16","","1177","5889","the-2012-discretionary-trust-a","Pursuant to Mr. Eisenberg’s confirmation as Ambassador to Italy and San Marino, he will resign his position as a Trustee of the above-referenced trusts.  He will then be designated as an “Expert Advisor” to the beneficiaries of the trusts, a role which will be a solely advisory role, not a fiduciary role, and will not constitute employment by any party nor produce compensation from any party."
"1037","1160","16","The 2012 RSK Discretionary Trust A","New York, New York","Trust","Co-Trustee","2012-09-16","","1177","5897","the-2012-rsk-discretionary-trust-a","Pursuant to Mr. Eisenberg’s confirmation as Ambassador to Italy and San Marino, he will resign his position as a Trustee of the above-referenced trusts.  He will then be designated as an “Expert Advisor” to the beneficiaries of the trusts, a role which will be a solely advisory role, not a fiduciary role, and will not constitute employment by any party nor produce compensation from any party."
"1038","1160","17","The 2012 RSK Restricted Trust B","New York, New York","Trust","Trustee","2012-09-16","","1177","5901","the-2012-rsk-restricted-trust-b","Pursuant to Mr. Eisenberg’s confirmation as Ambassador to Italy and San Marino, he will resign his position as a Trustee of the above-referenced trusts.  He will then be designated as an “Expert Advisor” to the beneficiaries of the trusts, a role which will be a solely advisory role, not a fiduciary role, and will not constitute employment by any party nor produce compensation from any party."
"1252","1212","5","APCO Worldwide","Washington, District of Columbia","Corporation","International Advisory Board Member","2013-01-16","","1229","6047","apco-worldwide",""
"1256","1212","9","Family Trust 12","Greenwich, Connecticut","Trust","Power holder (select independent trustee)","2007-11-15","2015-06-16","1229","6051","family-trust-12_hide",""
"1042","1160","21","The K 2014 Descendants Trust B","New York, New York","Trust","Trustee","2014-12-16","","1177","5905","the-k-2014-descendants-trust-b","Pursuant to Mr. Eisenberg’s confirmation as Ambassador to Italy and San Marino, he will resign his position as a Trustee of the above-referenced trusts.  He will then be designated as an “Expert Advisor” to the beneficiaries of the trusts, a role which will be a solely advisory role, not a fiduciary role, and will not constitute employment by any party nor produce compensation from any party."
"1068","1163","3","University of California Los Angeles","Los Angeles, California","University/Colle ge","Member - Board of Advisors (formerly named Board of Visitors) - Anderson School of Management","2007-05-16","","1180","5291","university-of-california-los-angeles",""
"1073","1163","8","Business Executives for National Security (BENS)","Washington, D.C., District of Columbia","Non-Profit","Member - Board of Directors","2011-01-16","","1180","5930","business-executives-for-national-security-bens",""
"1080","1163","15","Jewish Graduate Student Initiative","Los Angeles, California","Non-Profit","Member - Advisory Board","2015-01-16","","1180","5937","jewish-graduate-student-initiative",""
"1086","1164","5","Gerson Lehrman Group","New York, New York","Corporation","Council Member","2005-05-16","2017-05-16","1181","329","gerson-lehrman-group",""
"1090","1166","2","Family Revocable Trust #2","Arlington, Virginia","Trust","Trustee","2014-10-16","","1183","5942","family-revocable-trust-2_hide",""
"1094","1169","2","Baltic-American Freedom Foundation","Washington, D.C., District of Columbia","Non-Profit","Director","2017-06-16","","1186","5944","baltic-american-freedom-foundation",""
"1101","1174","3","Community Partners International","Berkley, California","Non-Profit","Board of Directors","2013-09-16","2016-10-16","1191","5947","community-partners-international",""
"1103","1174","5","Dependent Trust #2","Washington, District of Columbia","Trust","Trustee","2016-07-16","","1191","5949","dependent-trust-2","This is a generation skipping irrevocable trust established due to a grant of stock and cash to my dependent child by his paternal grandparents."
"1118","1180","4","Ferguson Library Board of Trustees","Stamford, Connecticut","Library Board of Trustees","Board Member","2011-09-16","2016-09-16","1197","5959","ferguson-library-board-of-trustees",""
"1121","1181","1","Massachusetts Department of Veterans' Services","Boston, Massachusetts","State Government","Chief of Staff","2015-04-16","","1198","742","massachusetts-department-of-veterans-services",""
"1123","1182","1","Richard S. Bernstein and Associates, Inc.","W. Palm Beach, Florida","Corporation","President, Director","2004-09-16","","1199","743","richard-s-bernstein-associates-inc","I have held other positions with Richard S. Bernstein and Associates, Inc, since February 1985; however, during the reporting period, I have only held the positions of President and Director."
"1138","1184","1","Proskauer Rose LLP","New York City, New York","Law Firm","Partner","2009-05-16","","1201","745","proskauer-rose-llp","When I joined Proskauer in 2009 I had the title Senior Counsel.  I became a Partner in November 2011."
"1147","1185","9","Killebrew-Thompson Memorial","Sun Valley, Idaho","Non-Profit","Director and Chairman of the Board","2006-08-16","","1202","5979","killebrew-thompson-memorial","Received no compensation for performing this role"
"1157","1187","4","International Institute for Conflict Prevention & Resolution Inc (CPR)","New York, New York","Non-Profit","Young Attorneys in International Dispute Resolution (Y- ADR) program, steering committee member","2016-01-16","","1204","5987","international-institute-for-conflict-prevention-resolution-inc-cpr",""
"1164","1189","4","Francisco Partners","San Francisco, California","Corporation","Advisory Board Member","2014-06-16","2015-06-16","1206","851","francisco-partners-management-llc",""
"1165","1189","5","Stonebrook Risk Solutions","Encino, California","Corporation","Advisory Board Member","2014-02-15","2015-05-16","1206","5990","stonebrook-risk-solutions",""
"1171","1189","11","Foundation of the Morristown Medical Center","Morristown, New Jersey","Non-Profit","Board Member","2010-01-16","2015-06-16","1206","5995","foundation-of-the-morristown-medical-center",""
"1175","1189","15","New Jersey Council of Teaching Hospitals","Trenton, New Jersey","Non-Profit","Chairman of the Board","2012-04-16","2015-06-16","1206","5999","new-jersey-council-of-teaching-hospitals",""
"1182","1189","22","Mt. Sinai School of Medicine","New York, New York","University/Colle ge","Professor of Medicine","2010-11-15","2015-06-16","1206","6004","mt-sinai-school-of-medicine",""
"1185","1189","25","Rowan University School of Osteopathic Medicine, Institute of Postgraduate Training","Stratford, New Jersey","University/Colle ge","Board Member","2004-11-16","2015-06-16","1206","6007","rowan-university-school-of-osteopathic-medicine-institute-of-postgraduate-training",""
"1197","1190","5","Chinquapin Home  Owners Association","Lyndhurst, Virginia","Home Owners Association","Treasurer (uncompensate d)","2016-10-16","2017-02-15","1207","6017","chinquapin-home-owners-association",""
"1207","1195","1","Family Revocable Living Trust","Fairfax, Virginia","Trust","Trustee","2015-10-16","","1212","6021","family-revocable-living-trust_hide",""
"1211","1197","2","Secure Products, Inc. (an entity through which I collect IP-related royalty payments)","Morristown, New Jersey","Corporation","President/CEO","1994-01-16","","1214","918","secure-products-inc",""
"1212","1198","1","Amway Global Independant Business Owner","Fairfax, Virginia","Schedule C Sole Proprietorship","Independent Business Owner","1998-08-16","","1215","6023","amway-global-independant-business-owner",""
"1213","1198","2","Getty Council, Getty College of Arts & Sciences, Ohio Northern University","Ada, Ohio","University/Colle ge","Chair","2008-06-16","","1215","6024","getty-council-getty-college-of-arts-sciences-ohio-northern-university",""
"1218","12","1","The Children's Inn at NIH","Bethesda, Maryland","University/Colle ge","Advisory Member - Audit Committee","2006-01-16","2016-09-16","12","6026","the-children-s-inn-at-nih",""
"1219","1201","1","Life Insurance Council of New York, Inc.","Albany, New York","Non-Profit","President & CEO","1999-09-16","2016-03-16","1218","920","life-insurance-council-of-new-york-inc","The Life Insurance Council of New York, Inc., is the state trade organization representing the life insurance industry in New York State.  It was headquartered in New York City during my years of service as the President & CEO. I remained with the organization in an advisory capacity through 6/2016 to assist the new President & CEO with the transition into her new role."
"1240","1210","4","Gibson Island Club","Gibson Island, Maryland","Private Club","Vice President","2013-12-16","","1227","6038","gibson-island-club",""
"1244","1211","1","Mercatus Center at George Mason University","Arlington, Virginia","Non-Profit","Senior Research Fellow & Director, Financial Markets Working Group","2012-01-16","","1228","971","mercatus-center-at-george-mason-university",""
"1257","1212","10","Family Trust 6","New Castle, Delaware","Trust","Investment Direction Adviser; Distribution Adviser; power holder (select various fiduciaries)","2014-08-16","","1229","6052","family-trust-6",""
"1262","1212","15","Family Trust 9B","Greenwich, Connecticut","Trust","Power holder (co-holder, with spouse, of full powers regarding trust distributions, investments, termination and trustee appointments","2006-12-16","","1229","6057","family-trust-9b",""
"1274","1217","1","Sutton Place Condominium Association","Longboat Key, Florida","Non-Profit","Board member/Vice- President","2009-01-16","","1234","6063","sutton-place-condominium-association","Treasurer from about 2009 to 2015 when I became Vice-President"
"1284","1221","6","BVP Arrowhead LLC (inactive)","Peoria, Arizona","Corporation","Manager","2012-04-16","","1238","6068","bvp-arrowhead-llc-inactive",""
"1287","1221","9","National Association of State Treasurers","Lexington, Kentucky","Non-Profit","Member, Executive Committee","2016-01-16","2016-12-16","1238","6071","national-association-of-state-treasurers",""
"1293","1223","1","Akerman, LLP","Austin, Texas","Law Firm","Non-equity Partner","2017-03-16","","1241","1010","akerman-llp","Firm headquarters is in Miami, FL."
"1298","1224","1","South Carolina Department of Employment and Workforce","Columbia, South Carolina","State Government","Executive Director","2013-06-16","","1242","6077","south-carolina-department-of-employment-and-workforce",""
"1301","1224","4","South Carolina Coordinating Council for Workforce Development","Columbia, South Carolina","Government","Council Member","2016-07-16","","1242","6081","south-carolina-coordinating-council-for-workforce-development",""
"1304","1224","7","Board of Directors for Girls on the Run of the Midlands","West Columbia, South Carolina","Non-Profit","Interim Treasurer","2014-08-16","","1242","6084","board-of-directors-for-girls-on-the-run-of-the-midlands",""
"1312","1230","1","Iberdrola USA","Washington, District of Columbia","Corporation","Vice President, Government Affairs","2012-05-16","2016-02-15","1248","1064","iberdrola-usa","Iberdrola USA became Avangrid, Inc. in February 2015."
"1318","1232","2","Wine and Food Society of Southern California, Inc.","Los Angeles, California","Non-Profit","Board of Directors","2011-06-16","","1250","6090","wine-and-food-society-of-southern-california-inc",""
"1323","1233","4","National Association of Manufacturers","Washington, District of Columbia","Business organization representing manufacturers","Member, Occupational Safety and Health Steering Committee","2004-03-16","","1251","1796","national-association-of-manufacturers",""
"1328","1233","9","American Transporation Research Institute, part of the American Trucking Associations Federation","Arlington, Virginia","Non-Profit","Member, Research Advisory Committee","2014-12-16","2016-12-16","1251","6094","american-transporation-research-institute-part-of-the-american-trucking-associations-federation",""
"1338","1235","9","Kalamazoo College Board of Trustees","Kalamazoo, Michigan","University/Colle ge","Academics Committee Chair","2016-10-16","","1253","6097","kalamazoo-college-board-of-trustees",""
"1340","1237","1","Peoples Bank of Marietta","Marietta, Ohio","Corporation","Special Receiver","2016-05-16","2016-08-16","1255","1116","people-s-bank-of-marietta","Served as Court Appointed Special Receiver for Peoples Bank vs. Appalachian Coal, et al.  Was replaced as special receiver when it became obvious that the only solution was to put Appalachian Coal, et al into bankruptcy."
"1341","1238","1","Mercatus Center, George Mason University","Arlington, Virginia","Non-Profit","Vice President for Policy Research","2016-02-15","","1256","971","mercatus-center-at-george-mason-university",""
"1342","1238","2","Thomas Jefferson Institute for Public Policy","Springfield, Virginia","Non-Profit","Director on the Board of Directors","2006-01-16","","1256","6099","thomas-jefferson-institute-for-public-policy",""
"1349","1242","2","Washington Golf and Country Club","Arlington, Virginia","Country Club","Member, Finance & Employee Benefits Committee","2017-01-16","","1260","6103","washington-golf-and-country-club",""
"1358","1245","3","Conservatorship #2","Fulton County, Georgia","Conservatorship","Conservator","2015-12-16","","1263","6107","conservatorship-2",""
"1363","1248","3","Electric Power Research Institute","Washington, District of Columbia","Non-Profit","Advisory Council","2010-05-16","","1266","6110","electric-power-research-institute",""
"1366","1250","1","Cynosure Management, LLC","Salt Lake City, Utah","Limited Liability Company","Managing Director; Chairman of the Board of Managers","2014-01-16","","1268","1161","cynosure-management-llc",""
"1373","1250","8","Cynosure Brand Group I, LLC","Salt Lake City, Utah","Limited Liability Company","Tax Matters Partner","2016-08-16","","1268","6115","cynosure-brand-group-i-llc",""
"1378","1253","1","BGM Services, Inc. (residential community rural water system)","Burgess, Virginia","Corporation","Director","2015-05-16","","1271","6118","bgm-services-inc-residential-community-rural-water-system",""
"1382","1255","2","New Enterprise Associates","Chevy Chase, Maryland","Corporation","Venture Partner","2007-09-16","","1273","1257","new-enterprise-associates","Venture Partner was Dr. Gottlieb's working title. He received no equity as part of his compensation. The notation of \"partner\" in his title should not be assumed to imply that he had carried interest in the firm's venture funds. He had no such equity interest."
