id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url
"1036","Commodity Futures Trading Commission","Brian D. Quintenz","Commissioner","","","","2017-08-03","","https://www.documentcloud.org/documents/4387618-Brian-D-Quintenz-Financial-Disclosure.html","","","","53","brian-d-quintenz","","","","","commodity-futures-trading-commission","","","","","","","","","Quintenz","","","","",""
"369","Health and Human Services","Christopher Edward Meekins","Senior Advisor, Office of the Assistant Secretary for Preparedness and Response","Deputy Assistant Secretary And Chief Of Staff, Office Of The Assistant Secretary For Preparedness And Response","","$161,900","2017-07-09","","https://www.documentcloud.org/documents/4387872-Christopher-Edward-Meekins-Financial-Disclosure.html","","","","6","christopher-edward-meekins","true","","","","health-and-human-services","","","","https://www.linkedin.com/in/chrismeekins/","Former congressional Chief of Staff and Health Policy Advisor who uses extensive legislative, communications, healthcare policy, and political experience to advise clients on the impact of government actions on markets.","LinkedIn","https://www.linkedin.com/in/chrismeekins/","","Meekins","","","","",""
"1035","Defense","James N. Stewart","Assistant Secretary for Manpower and Reserve Affairs","","","","","","https://www.documentcloud.org/documents/4387659-James-N-Stewart-Financial-Disclosure.html","","","","13","james-n-stewart","","","","","defense","","","","","General Stewart spent 14 years on active duty prior to joining the Air Force Reserve in 1992. As a former Air Reserve Technician, he held dual status as a Senior Executive Service civil service employee and Air Force Reservist. General Stewart is a command pilot with more than 4,700 flying hours. He has commanded at both the group and wing levels, and has served as the Air Force Reserve Command's Inspector General. Prior to assuming his current position, he was the Director of Plans and Programs, Headquarters Air Force Reserve Command, Robins Air Force Base, Ga.","United States Air Force","http://www.af.mil/About-Us/Biographies/Display/Article/108395/major-general-james-n-stewart/","","Stewart","true","","","",""
"1047","Defense","William Roper","Assistant Secretary of the Air Force for Acquisition, Technology, Logistics","","","","2018-02-15","","https://www.documentcloud.org/documents/4387632-William-Roper-Financial-Disclosure.html","","","","13","william-roper","","","","","defense","","","","https://www.linkedin.com/in/williamroper/","","","","","Roper","","","","",""
"1049","Commerce","Gilbert Kaplan","Under Secretary for International Trade","","","","","","https://www.documentcloud.org/documents/4387599-Gilbert-Kaplan-Financial-Disclosure.html","","","","15","gilbert-kaplan","true","","","","commerce","","","","","","","","","Kaplan","true","","","",""
"1048","Commerce","Michael Platt Jr.","Assistant Secretary for Legislative and Intergovernmental Affairs","","","","2017-08-03","","https://www.documentcloud.org/documents/4387605-Michael-Platt-Jr-Financial-Disclosure.html","","","","15","michael-platt-jr","","","","","commerce","","","","","","","","","Platt","","","","",""
"1052","Commerce","Walter Copan","Under Secretary for Standards and Technology","","","","2017-10-05","","https://www.documentcloud.org/documents/4387600-Walter-Copan-Financial-Disclosure.html","","","","15","walter-copan","","","","","commerce","","","","","","","","","Copan","","","","",""
"1051","Commodity Futures Trading Commission","Rostin Behnam","Commissioner","","","","2017-08-03","","https://www.documentcloud.org/documents/4387619-Rostin-Behnam-Financial-Disclosure.html","","","","53","rostin-behnam","","","","","commodity-futures-trading-commission","","","","","","","","","Behnam","","","","",""
"389","Health and Human Services","Genevieve Lynn Morris","Principal Deputy National Coordinator for Health Information Technology","","","$167,055","2017-05-08","","https://www.documentcloud.org/documents/4388429-Genevieve-Lynn-Morris-Financial-Disclosure.html","","","","6","genevieve-lynn-morris","","","","","health-and-human-services","","","","https://www.linkedin.com/in/genevievemorris/","Genevieve Morris serves as the principal deputy national coordinator for health information technology. Ms. Morris previously worked with ONC in a variety of areas such as policy, standards and technology, and grant programs. Among her outputs were reports to support the State Health Information Exchange Program, including reports on consumer engagement in health information exchange, provider directories, and query-based health information exchange. Most notably, Ms. Morris supported the development of the Shared Nationwide Interoperability Roadmap, including writing and editing portions of the roadmap. This important document provides guidance to all health IT stakeholders on the actions that must be taken in order to achieve a truly interoperable learning health system. Ms. Morris also supported ONC’s Health IT Certification Program by developing the test procedures and test data related to the meaningful use and advancing care information calculations. In addition, Ms. Morris developed the health IT framework for alternative payment models (APMs.) The framework lays out a strategy for moving to more advanced health IT systems to enable APMs to be successful as they scale. Ms. Morris also provided meaningful use subject matter expertise to clients, which included assisting practices in qualifying for meaningful use incentives and assisting health systems with meaningful use audits. She has worked in the health IT field for over 10 years and collaborated on several publications on the topics of health information exchange and meaningful use. Ms. Morris holds a Master’s degree in political science from Temple University and a Bachelor’s degree in history education from Northland International University.","Health Information Technology","https://www.healthit.gov/newsroom/genevieve-morris","","Morris","","","","",""
"1050","Defense","John C. Rood","Under Secretary for Policy","Under Secretary Of Defense For Policy, Office Of The Under Secretary Of Defense (Policy)","","","2018-01-03","","https://www.documentcloud.org/documents/4388513-John-C-Rood-Financial-Disclosure.html","","","","13","john-c-rood","","","","","defense","","","","","Mr. Rood brings more than three decades of public and private sector experience to this position, including over 20 years of service in the U.S. Government at the Department of State, Department of Defense, National Security Council, Central Intelligence Agency, and as a Staff Member in the U.S. Senate. At the Department of State, he served as Acting Under Secretary of State for Arms Control and International Security, and as Assistant Secretary of State for International Security and Nonproliferation. Mr. Rood served in the Department of Defense as the Deputy Assistant Secretary of Defense for Forces Policy. He served twice at the National Security Council where he was a Special Assistant to the President and Senior Director for Counterproliferation, as well as the Director of Proliferation Strategy, Counterproliferation, and Homeland Defense. At the Central Intelligence Agency, he served as an analyst following missile programs in foreign countries. In addition, Mr. Rood worked as a Senior Policy Advisor to U.S. Senator Jon Kyl of Arizona. In the private sector, Mr. Rood was Senior Vice President of Lockheed Martin International where he led efforts to grow the corporation’s international business. He also served as Vice President for Corporate Domestic Business Development at Lockheed Martin. Prior to joining Lockheed Martin, he was a Vice President at the Raytheon Company. Mr. Rood holds a Bachelor of Science in Economics from Arizona State University.","Department of Defense","https://web.archive.org/web/20180205160541/https://www.defense.gov/About/Biographies/Biography-View/Article/1418413/john-c-rood/","","Rood","","","","",""
"2226","White House Office","Elliott Y. Hulse","Associate Director","","","$47,000","","","","","","","36","elliott-y-hulse","","","","","white-house-office","","","","https://www.linkedin.com/in/elliott-hulse-12985926/","","","","","Hulse","","","","",""
"473","Defense","Robert Mark Soofer","Deputy Assistant Secretary of Defense (Nuclear and Missile Defense Policy)","","","$173,000","2017-04-19","","https://www.documentcloud.org/documents/4345869-Soofer-Robert-M.html","","","","13","robert-mark-soofer","","","","","defense","","","","https://www.linkedin.com/in/robert-soofer-41354641/","Rob was previously a Professional Staff Member and Republican staff lead for the Subcommittee on Strategic Forces of the Senate Armed Services Committee, with oversight responsibility for missile defense, nuclear forces, arms control, nonproliferation policy, U.S. Strategic Command, and Department of Energy nuclear weapons and non-proliferation activities. Between January 2009 and December 2012 he served as strategic forces policy advisor to Senator Jon Kyl, the Republican Whip. In this capacity, he was a senior advisor to the Republican caucus during Senate consideration of the 2010 New START Treaty. Rob also served as a Military Legislative Assistant to Senator Slade Gorton (R-WA) and as Professional Staff Member on the Senate Republican Policy Committee. Executive branch experience includes: Deputy Director, Office of Missile Defense Policy (Office of the Under Secretary of Defense for Policy); Professor of National Security Policy at the National War College; and various policy positions with the Strategic Defense Initiative Organization/Missile Defense Agency. In 2003, he was called to active duty as a Lieutenant Commander in the Naval Reserve and assigned to the newly created Terrorist Threat Integration Center. Rob received his Doctorate in International Relations from the University of Southern California (1987) and is a graduate of the National War College (1994). He received the Department of Defense Exceptional Civilian Service Medal and is the author of Missile Defenses and Western European Security (Greenwood Press, 1988).","Department of Defense","https://web.archive.org/web/20180124154718/https://www.defense.gov/About/Biographies/Biography-View/Article/1174198/dr-robert-soofer/","","Soofer","","","","",""
"544","Defense","Sally Donnelly","Senior Advisor to the Secretary of Defense","","","$179,700","2017-01-21","2018-03-09","https://www.documentcloud.org/documents/3766126-Donnelly-Sally.html","","","","13","sally-donnelly","","","","","defense","","","","https://www.linkedin.com/in/sally-donnelly-a8738b19/","Before joining the Secretary at the Pentagon on Jan. 21, 2017, Ms. Donnelly ran the Senate confirmation process for Mr. Mattis. Ms. Donnelly previously managed her own consulting company in Washington advising technology and corporate clients as well as non-governmental organizations on strategic positioning, communications and policy issues. In her prior government roles, Ms. Donnelly was the head of the Washington office for U.S. Central Command working for then-General Mattis. Preceding that assignment, she was the special assistant to Admiral Mike Mullen, the then-Chairman of the Joint Chiefs of Staff. Ms. Donnelly also worked at Time magazine for 20 years. Ms. Donnelly holds a Bachelor of Arts in History from Hollins College and a Masters degree in Russian politics from London School of Economics.","Department of Defense","https://web.archive.org/web/20180123185008/https://www.defense.gov/About/Biographies/Biography-View/Article/1420561/sally-donnelly/","","Donnelly","","","","",""
"1070","Defense","Matthew P. Donovan","Under Secretary of the Air Force","","","","2017-08-01","","https://www.documentcloud.org/documents/4388514-Matthew-P-Donovan-Financial-Disclosure.html","","","","13","matthew-p-donovan","","","","","defense","","","","","Mr. Donovan most recently served as majority policy director for the U.S. Senate Committee on Armed Services, where his responsibilities included advising the chairman of the Committee on broad policy matters related to national security, defense strategy and policy, organization, force structure, modernization, readiness, and regional issues. Mr. Donovan was previously a professional staff member for the committee, where he advised the chairs of the AirLand and Seapower subcommittees on policy and oversight relating to Army, Navy, Air Force, and Marine Corps. He served 31 years in the Air Force, retiring as a colonel, including tours as commander of the U.S. Air Force Officer Training School and an F-15C fighter squadron. Mr. Donovan is a recipient of the Defense Superior Service Medal, the Legion of Merit, and the Defense Meritorious Service Medal, among other military awards and decorations. He is also a Distinguished Graduate of the U.S. Air Force Air Command and Staff College and U.S. Air Force Undergraduate Pilot Training. Mr. Donovan is a graduate of Regis University, Webster University, the U.S. Air Force School of Advanced Airpower Studies, and the U.S. Army School of Advanced Military Studies.","White House","https://web.archive.org/save/https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-key-additions-administration-4/","","Donovan","","","","","https://www.documentcloud.org/documents/4824485-Matthew-P-Donovan-Resume.html"
"2148","White House Office","Daniel Fisher","Special Assistant to the President and Director of the White House Visitors Office","Director of the White House Visitors Office","","","","","","","","","36","daniel-fisher","","","","","white-house-office","false","","","","","","","","Fisher","","","","",""
"2165","General Services Administration","David Dunn","Presidential Advisory Commission on Election Integrity","","","Travel and per diem","2017-06-23","","","","","Special-government employees are not required to submit publicly-available financial disclosures","74","david-dunn","","","","","general-services-administration","","","","","","","","true","Dunn","","","","",""
"1075","Commerce","Andrei Iancu","Under Secretary for Intellectual Property and Director, U.S. Patent and Trademark Office","","","","2018-02-05","","https://www.documentcloud.org/documents/4387614-Andrei-Iancu-Financial-Disclosure.html","","","","15","andrei-iancu","","","","","commerce","","","","","","","","","Iancu","","","","",""
"1076","White House Office","Kathleen Hartnett White","Chairman","","","","","","https://www.documentcloud.org/documents/4387620-Kathleen-Hartnett-White-Financial-Disclosure.html","","","","36","kathleen-hartnett-white","","","","","white-house-office","","","","","","","","","White","","true","","",""
"558","Defense","Amber Lane Smith","Special Assistant","Deputy Assistant to the Secretary of Defense for Outreach","","$159,656","2017-01-24","2018-03-02","https://www.documentcloud.org/documents/3766232-Smith-Amber.html","","","","13","amber-lane-smith","","","","","defense","","","","https://www.linkedin.com/in/amber-smith-usa/","Prior to her appointment as Deputy Assistant to the Secretary Defense, Ms. Smith was a Special Assistant in the Office of the Secretary of Defense. She was the press secretary of caucus operations at the 2016 Republican National Convention and was a Department of Defense and Department of Veterans Affairs Advisor to the Presidential Transition Team. She is the author of the recent book Danger Close: My Epic Journey as a Combat Helicopter Pilot in Iraq and Afghanistan. Ms. Smith is a former U.S. Army OH-58D Kiowa Warrior helicopter pilot and air mission commander in the 101st Airborne Division, and flew two combat tours in Iraq and Afghanistan. She has a master of science in safety, security, and emergency management from Eastern Kentucky University and a bachelor of science in professional aeronautics from Embry Riddle Aeronautical University.","Department of Defense","https://web.archive.org/web/20180124154326/https://www.defense.gov/About/Biographies/Biography-View/Article/1209223/amber-smith/","","Smith","","","","",""
"781","State","Rex W. Tillerson","Secretary of State","","","$153,800-$210,700","2017-02-01","2018-03-13","https://www.documentcloud.org/documents/3766821-Tillerson-Rex-W.html","","","","12","rex-w-tillerson","","","","","state","","","","","A native of Wichita Falls, Texas, Secretary Tillerson earned a Bachelor of Science degree in civil engineering at the University of Texas at Austin before joining Exxon Company, U.S.A. in 1975 as a production engineer. Secretary Tillerson rose through the ranks to become president of the corporation and a member of the board of directors in 2004, and served as ExxonMobil's chairman and chief executive officer from 2006 to 2016. Secretary Tillerson has a longstanding involvement with the Boy Scouts of America, earning its highest rank of Distinguished Eagle Scout in his youth. He is a former member of the Boy Scouts of America’s Executive Committee and served as the National President of the Boy Scouts from 2010 to 2012. Secretary Tillerson is a former member of the American Petroleum Institute and the National Petroleum Council, and was elected to the National Academy of Engineering in 2013. He formerly served as a trustee of the Center for Strategic and International Studies. He was also a member of the Business Roundtable and the Business Council, as well as an honorary trustee of the Business Council for International Understanding, and a member of the Emergency Committee for American Trade. He is a former director of the United Negro College Fund and a former vice-chairman of the Ford’s Theatre Society.","Department of State via Internet Archive","https://web.archive.org/web/20180124165732/https://www.state.gov/r/pa/ei/biog/267393.htm","","Tillerson","","","","",""
"937","Commerce","Justin Arlett","Confidential Assistant, Economic Development Administration","","","$54,972","2017-04-18","2018-02-27","https://www.documentcloud.org/documents/4387552-Justin-Arlett-Financial-Disclosure.html","","","","15","justin-arlett","","","","","commerce","","","","https://www.linkedin.com/in/justinarlett/","My name is Justin Arlett and I am CEO of Arlett Financial Inc., a RE Investment and Solutions Company based in Wilmington, NC. My RE career started as a 17 year old New Homes Consultant in Bethany Beach, DE. Introduced to the investment industry at the age of 19 in San Diego working for a large REI Company where I got my feet wet and broadened my context. Moved to Wilmington, NC August of 2011 to start own company, have been investing since!","Connected Investors via Internet Archive","https://web.archive.org/web/20180118173347/http://connectedinvestors.com/member/justin-arlett-1","","Arlett","","","","",""
"960","Commerce","Clay Kiefaber","Senior Advisor to the Chief Financial Officer and Assistant Secretary for Administration","","","$172,100","2017-01-31","2017-05-26","https://www.documentcloud.org/documents/4388355-Clay-Kiefaber-Financial-Disclosure.html","","","","15","clay-kiefaber","","","","","commerce","","","","https://www.linkedin.com/in/clay-kiefaber-abab4483/","Mr. Clay H. Kiefaber served as the President of Colfax Corporation from January 2010 to April 2012. Mr. Kiefaber serves as Acting Chief Executive Officer of ESAB Group (UK) Ltd. He served as an Acting Chief Executive Officer of ESAB at Colfax Corporation from January 2012 to August 19, 2015. He served as the Chief Executive Officer of Colfax Corporation since January 2010 until December 31, 2015. He served as a Group President of the architectural coatings and windows group of Masco Corporation from December 9, 2005 to 2007 and served as its Group Vice President of Builder Cabinet Group since December 19, 2003. He served as President of Merillat Industries LLC since 1998. He joined Merillat Industries in 1989 as Director of Just-In-Time Planning, he served in a variety of operations management positions including Vice President of Manufacturing, Vice President of Operations and Executive Vice President. Prior to Merillat, Mr. Kiefaber was with Price Waterhouse (now PricewaterhouseCoopers) serving as a Senior Manager in its Advanced Manufacturing Group. He also held sales and marketing positions with Harris Corporation, Hewlett-Packard and Digital Equipment Corporation. He served as a Director for Colfax Corporation from May 7, 2008 to August 19, 2015. He serves as President of the Boys and Girls Club of Lenawee County and is active with Junior Achievement. Mr. Kiefaber holds a Bachelor of Arts in Political Science from Miami of Ohio in 1978 and a Master's of Business Administration from the University of Colorado in 1981.","Bloomberg","https://www.bloomberg.com/research/stocks/people/person.asp?personId=6316747&privcapId=617309","","Kiefaber","","","","",""
"1013","Defense","Charles Frederick Drummond","Deputy Assistant Secretary of Defense for Force Education and Training","","","$158,297","2017-08-28","","https://www.documentcloud.org/documents/4388363-Charles-Frederick-Drummond-Financial-Disclosure.html","","","","13","charles-frederick-drummond","","","","","defense","","","","https://www.linkedin.com/in/fred-drummond-9384aa120/","Prior to joining OSD, Mr. Drummond was responsible for Navy’s strategy, policy, resource allocation and execution oversight for all officer, graduate, and voluntary education programs on behalf of the Deputy Chief of Naval Operations (Manpower, Personnel, Training and Education) (N1). A career Naval Officer, Mr. Drummond served in a variety of operational and staff billets. As a Naval Flight Officer flying in the EA-6B and in the USAF EF-111A, Mr. Drummond deployed across the globe conducting combat and peacetime operations. Non-operational tours included assignments in education, training and manpower. Mr. Drummond’s military awards include the Defense Superior Service Medal, the Legion of Merit, the Distinguished Flying Cross, and the Air Medal (1 individual and 7 Strike/Flight). He is a graduate of Virginia Tech and received a Master’s of Political Science from Auburn University of Montgomery","Department of Defense","https://web.archive.org/web/20180123185336/https://www.defense.gov/News/News-Releases/News-Release-View/Article/1286083/senior-executive-service-announcements/","","Drummond","","","","",""
"1016","Defense","William Sherman Castle","Principal Deputy General Counsel","","","$179,700","2017-08-27","","https://www.documentcloud.org/documents/4388360-William-Sherman-Castle-Financial-Disclosure.html","","","","13","william-sherman-castle","","","","","defense","","","","https://www.linkedin.com/in/william-s-castle-esq-9b16ab52/","Previously, Mr. Castle was Minority General Counsel to the Senate Armed Services Committee, Chief Counsel in Senator Orrin Hatch's Office of the Senate President Pro Tempore, and Senator Hatch’s Senior National Security Counsel. Mr. Castle received his Bachelor of Arts in Political Science from Brown University in 1993 and his Juris Doctorate from the University of Pennsylvania Law School in 1999. His work has been published in the Harvard Journal of Law and Public Policy. Mr. Castle is admitted to practice law in New Jersey and the District of Columbia.","Department of Defense","https://web.archive.org/save/https://www.defense.gov/About/Biographies/Biography-View/Article/1316044/william-s-castle/","","Castle","","","","",""
"1150","State","Rebecca Eliza Gonzales","Ambassador, Lesotho","","","","2017-11-16","","https://www.documentcloud.org/documents/4388243-Rebecca-Eliza-Gonzales-Financial-Disclosure.html","","","","12","rebecca-eliza-gonzales","","","","","state","","","","","","","","","Gonzales","","","","",""
"1186","State","Jackie Wolcott","U.S. Representative to the Vienna Office of the United Nations and Representative to the International Atomic Energy Agency","","","","","","https://www.documentcloud.org/documents/4388263-Jackie-Wolcott-Financial-Disclosure.html","","","","12","jackie-wolcott","","","","","state","","","","","","","","","Wolcott","true","","","",""
"1164","Office of National Drug Control Policy","Tom Marino","Director","","","","","","https://www.documentcloud.org/documents/4388118-Tom-Marino-Financial-Disclosure.html","","","","78","tom-marino","","","","","office-of-national-drug-control-policy","","","","https://www.linkedin.com/in/tom-marino-730a7440/","Tom Marino is a four-term Republican member of the House who represents a district in northeastern Pennsylvania that has been hard-hit by the opioid crisis. He withdrew his name for President Trump's pick for drug czar after reports that legislation he sponsored hindered the Drug Enforcement Administration in its fight against the U.S. opioid crisis.","The Washington Post","https://www.washingtonpost.com/investigations/rep-tom-marino-drug-czar-nominee-and-the-opioid-industrys-advocate-in-congress/2017/10/15/555211a0-b03a-11e7-9e58-e6288544af98_story.html?utm_term=.6bb466e400cd","","Marino","","true","","",""
"1181","Transportation","Diana Furchtgott-Roth","Assistant Secretary for Research and Technology","","","","","","https://www.documentcloud.org/documents/4388275-Diana-Furchtgott-Roth-Financial-Disclosure.html","","","","32","diana-furchtgott-roth","","","","","transportation","","","","","","","","","Furchtgott-Roth","true","","","",""
"1221","Treasury","Marshall Billingslea","Assistant Secretary for Terrorist Financing","","","","2017-06-22","","https://www.documentcloud.org/documents/4388307-Marshall-Billingslea-Financial-Disclosure.html","","","","64","marshall-billingslea","","","","","treasury","","","","","","","","","Billingslea","","","","",""
"1215","Veterans Affairs","Cheryl L. Mason","Chairman, Board of Veterans' Appeals","","","","2017-11-08","","https://www.documentcloud.org/documents/4388333-Cheryl-L-Mason-Financial-Disclosure.html","","","","70","cheryl-l-mason","","","","","veterans-affairs","","","","","","","","","Mason","","","","",""
"1037","Defense","Ellen M. Lord","Under Secretary for Acquisition, Technology and Logistics","","","","2017-08-01","","https://www.documentcloud.org/documents/4388369-Ellen-M-Lord-Financial-Disclosure.html","","","","13","ellen-m-lord","","","","","defense","","","","https://www.linkedin.com/in/ellen-lord-21458622/","Prior to this appointment, from October 2012 – June 2017, Ms. Lord served as the President and Chief Executive Officer of Textron Systems Corporation, a subsidiary of Textron Inc. In this role, she led a multi-billion dollar business with a broad range of products and services supporting defense, homeland security, aerospace, infrastructure protection, and customers around the world. Ms. Lord has more than 30 years of experience in the defense industry, serving in a variety of capacities, to include Senior Vice President and General Manager of Textron Defense Systems, now Weapon & Sensor Systems; and Senior Vice President and General Manager of AAI Corporation, now known as Textron Systems’ Electronic Systems, Support Solutions, and Unmanned Systems businesses. Earlier in her career, Ms. Lord served as Vice President of Integration Management for Textron Systems and Vice President of Intelligent Battlefield Systems for Textron Defense Systems, in addition to other business and operations positions. Ms. Lord is a former Vice Chairman of the National Defense Industrial Association, as well as a former Director of the U.S. – India Business Council. She has served on the industry steering committee for the Center for New American Security’s (CNAS) task force on “Strategy, Technology and the Global Defense Industry,” as well as CNAS’s DoD-Industry collaborative project “Future Foundry: Forging New Industries for Defense,” which was formed to examine key technological trends and challenges facing the global defense industry. Ms. Lord has also served on the Board of Trustees of the U.S. Naval Institute Foundation. Ms. Lord earned a Master of Science degree in chemistry from the University of New Hampshire, as well as a Bachelor of Arts degree in chemistry from Connecticut College.","Department of Defense","https://www.defense.gov/About/Biographies/Biography-View/Article/1281505/ellen-m-lord/","","M.","","","","",""
"1236","Federal Energy Regulatory Commission","Neil Chatterjee","Member","","","","2017-08-03","","https://www.documentcloud.org/documents/4387778-Neil-Chatterjee-Financial-Disclosure.html","","","","59","neil-chatterjee","true","","","","federal-energy-regulatory-commission","","","","","Commissioner Neil Chatterjee was nominated to the Federal Energy Regulatory Commission by President Donald J. Trump in May 2017 and confirmed by the U.S. Senate on August 2017. He served as Chairman from August 2017 to December 2017. Prior to joining the Commission, he was energy policy advisor to U.S. Senate Majority Leader Mitch McConnell (R-KY). Over the years Commissioner Chatterjee has played an integral role in the passage of major energy, highway, and agriculture legislation. Prior to serving Leader McConnell, Commissioner Chatterjee worked as a Principal in Government Relations for the National Rural Electric Cooperative Association and as an aide to House Republican Conference Chairwoman Deborah Pryce (R-OH). He began his career in Washington, D.C., with the House Committee on Ways and Means. A native of Lexington, KY, he is a graduate of St. Lawrence University and the University of Cincinnati, College of Law. Commissioner Chatterjee is married and has three children.","Federal Energy Regulatory Commission","https://www.ferc.gov/about/com-mem/chatterjee/chatterjee-bio.asp","","Chatterjee","","","","",""
"1053","Defense","John H. Gibson II","Chief Management Officer","Deputy Chief Management Officer","","","2018-02-15","","https://www.documentcloud.org/documents/4388485-John-H-Gibson-II-Financial-Disclosure.html","","","","13","john-h-gibson-ii","","","","","defense","","","","https://www.linkedin.com/in/john-jay-gibson-ii-3179a196/","Mr. Gibson is currently the Deputy Chief Management Officer of the Department of Defense. Previously, Mr. Gibson was President, Chief Executive Officer of XCOR Aerospace, Inc., a developer of rocket engine systems and components and space launch systems. Mr. Gibson was also chairman of the advisory committee at Looking Glass Investments. Mr. Gibson previously held leadership positions with Beechcraft including Senior Vice President of Global Mission Support, Vice President of Special Mission Aircraft, and Vice President of Finance (CFO), Government, and Defense Business. He also served as the Assistant Secretary of the Air Force (Financial Management/Comptroller and CFO), as well as Deputy Under Secretary of Defense (Management Reform). Mr. Gibson received a BA in economics and a BBA in finance from the University of Texas at Austin and an MBA from the University of Dallas, and is a recipient of the Air Force Award for Exceptional Civilian Service.","White House","https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-john-h-gibson-ii-texas-chief-management-officer-department-defense/","","Gibson","","","","",""
"1259","Federal Energy Regulatory Commission","Kevin J. McIntyre","Member","","","","2017-11-02","","https://www.documentcloud.org/documents/4387782-Kevin-J-McIntyre-Financial-Disclosure.html","","","","59","kevin-j-mcintyre","","","","","federal-energy-regulatory-commission","false","","","","Chairman Kevin J. McIntyre was nominated to the Federal Energy Regulatory Commission by President Donald J. Trump in August 2017 and confirmed by the U.S. Senate on November 2, 2017. Prior to joining the Commission, Chairman McIntyre was the co-leader of the global Energy Practice at the law firm Jones Day, where he practiced law for most of his nearly 30-year legal career. At the firm, he had an expansive FERC practice, counseling and representing clients in nearly all industry sectors, including natural gas, conventional electricity, oil, hydropower, wind power and other renewable resources, and energy marketing and trading. His work for energy clients spanned administrative and appellate litigation, compliance and enforcement matters, and corporate transactions. Chairman McIntyre is a graduate of San Diego State University and Georgetown Law. He and his wife Jennifer have three children.","Federal Energy Regulatory Commission","https://www.ferc.gov/about/com-mem/mcintyre/mcintyre-bio.asp","","McIntyre","","","","",""
"2562","Federal Trade Comission","Maureen K. Ohlhausen","Comissioner","","","","2018-05-01","","","","","","1","maureen-k-ohlhausen-federal-trade-comission","","","","","federal-trade-comission","","","","","","","","","Ohlhausen","","","","",""
"1271","Management and Budget","Frederick Martin Nutt","Controller, Office of Federal Financial Management","Advisor","","$161,900","","","https://www.documentcloud.org/documents/4387785-Frederick-Nutt-Financial-Disclosure.html","","","","52","frederick-martin-nutt","","","","","management-and-budget","","","","https://www.linkedin.com/in/fred-nutt-1396531a/","Mr. Nutt is currently Senior Advisor at the Office of Management and Budget. Mr. Nutt previously worked as Senior Advisor to the Vice President for Management at the Overseas Private Investment Corporation where he was responsible for managing financial resources supporting information technology, acquisition, facilities, and security operations. Previously, Mr. Nutt was at the then newly authorized Millennium Challenge Corporation, working to start up the management operations, including financial and management information systems. Prior to this, Mr. Nutt was Senior Advisor to the Chief Financial Officer at the Environmental Protection Agency where he worked on implementing the President’s Management Agenda, and the migration of select financial management systems to federal shared service providers. He also worked on budget and appropriations legislation in the U.S. House of Representatives, while serving in the Office of the Speaker. Mr. Nutt is from Reedville, Virginia and is a graduate of Virginia Tech.","White House","https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-personnel-key-administration-posts-7/","","Nutt","true","","","",""
"1296","Federal Deposit Insurance Corporation","Jelena McWilliams","Chairman","","","","","","https://www.documentcloud.org/documents/4388493-Jelena-McWilliams-Financial-Disclosure.html","","","","24","jelena-mcwilliams","","","","","federal-deposit-insurance-corporation","","","","https://www.linkedin.com/in/jelena-mcwilliams-a843012/","Jelena McWilliams, a Yugoslavian immigrant with degrees from UC Berkeley, has been nominated to lead the Federal Deposit Insurance Corporation, which regulates the nation’s banking system. She arrived in the United States on July 29,1991, her 18th birthday, and proceeded to earn a B.A. with highest honors in political science and mass communications from UC Berkeley in 1999. She earned a J.D. at Berkeley Law three years later. McWilliams practiced corporate transaction law in the private sector for almost five years, and in 2007 joined the Federal Reserve Board of Governors as an attorney, focusing on consumer financial services and regulation. After three years, she became assistant chief counsel for the Republican-led Senate Small Business Committee, before moving to the Senate Banking Committee as senior counsel. Most recently, McWilliams has served as the chief legal officer of Cincinnati-based Fifth Third Bancorp. As a U.S. Senate staffer, McWilliams is said to have carried around an annotated copy of the Dodd-Frank Wall Street Reform and Consumer Protection Act bound in a small book. Admired for her encyclopedic knowledge of banking law and her openness to differing opinions, she is described by a former Democratic staff director on the Senate Banking Committee as “someone you could disagree with, without her being disagreeable.”","University of California Berkley","http://news.berkeley.edu/story_jump/trump-taps-alumna-to-lead-fdic/","","McWilliams","true","","","",""
